CODICEIDENTIFICATIVOFARMACIA;CODFARMACIAASSEGNATODAASL;INDIRIZZO;DESCRIZIONEFARMACIA;PARTITAIVA;CAP;CODICECOMUNEISTAT;DESCRIZIONECOMUNE;FRAZIONE;CODICEPROVINCIAISTAT;SIGLAPROVINCIA;DESCRIZIONEPROVINCIA;CODICEREGIONE;DESCRIZIONEREGIONE;DATAINIZIOVALIDITA;DATAFINEVALIDITA;DESCRIZIONETIPOLOGIA;CODICETIPOLOGIA;LATITUDINE;LONGITUDINE;LOCALIZE
3113;01114;Via Garibaldi, 8;ZINGONE;04160900157;20090;015220;TREZZANO SUL NAVIGLIO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;30/11/2012;Ordinaria;1;45,4229782;9,0625474;1
3113;01114;Via Garibaldi, 8;ZINGONE SAS;07902190961;20090;015220;TREZZANO SUL NAVIGLIO;-;015;MI;MILANO;030;LOMBARDIA;01/12/2012;-;Ordinaria;1;45,4229782;9,0625474;1
3114;01123;Via Matteotti, 12;DI CASSINETTA CESARE;07576020155;20081;015061;CASSINETTA DI LUGAGNANO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;28/02/2013;Ordinaria;1;45,4235759;8,9083136;1
3114;01123;Via A. Moro, 7/d;DI CASSINETTA;07576020155;20081;015061;CASSINETTA DI LUGAGNANO;-;015;MI;MILANO;030;LOMBARDIA;01/03/2013;-;Ordinaria;1;45,4235759;8,9083136;1
3115;04062;Via Reali, 41;S. TERESA;07591440156;20037;015166;PADERNO DUGNANO;Cassina Amata;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,573073;9,163445;1
3116;04091;Via Madonna, 64;FARRIS SAS;06780330962;20017;015182;RHO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2010;28/02/2013;Ordinaria;1;45,5308164775362;9,04082489118545;1
3116;01125;Via Madonna, 64;AL SANTUARIO;07666010157;20017;015182;RHO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;31/12/2009;Ordinaria;1;45,5308164775362;9,04082489118545;1
3116;04091;Via Madonna 64;FARRIS SAS;06780330962;20017;015182;RHO;-;015;MI;MILANO;030;LOMBARDIA;01/03/2013;-;Ordinaria;1;45,5308164775362;9,04082489118545;1
3117;01129;Via Novara, 63/a;S. PAOLO;02336330127;20025;015118;LEGNANO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,5888927018268;8,89470392843515;1
3118;01135;C.so Vittorio Emanuele, 22;CORNELIANI;07922930156;20094;015093;CORSICO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,4330822687755;9,10091692013698;1
3119;01136;P.za Liberta', 13;BOGNETTI;07966280153;20020;015007;ARCONATE;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;28/02/2013;Ordinaria;1;45,540645502557;8,84813213015556;1
3119;01136;P.za Liberta', 19;BOGNETTI;07966280153;20020;015007;ARCONATE;-;015;MI;MILANO;030;LOMBARDIA;01/03/2013;-;Ordinaria;1;45,540645502557;8,84813213015556;1
3120;01137;Via Roma, 101;S. ANNA - DR. SOLFANELLI;00568040968;20037;015166;PADERNO DUGNANO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,5633849;9,160824999999999;1
3121;01143;Via Fagnani, 41;AZ. FARMAC. MUNICIPALE;06161210155;20018;015204;SEDRIANO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,4874652384628;8,97735787211693;1
3122;01149;-;GAGGIOLO - DR. PASTORINO;08156260153;20030;015206;SENAGO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;31/05/2006;Ordinaria;1;45,5763629;9,1261261;1
3122;04049;Via Fratelli Rosselli, 14;GAGGIOLO;05042840966;20030;015206;SENAGO;-;015;MI;MILANO;030;LOMBARDIA;01/06/2006;-;Ordinaria;1;45,5763629;9,1261261;1
3123;01150;Via Verdi, 77;CHINICA SAS;05294970966;20011;015085;CORBETTA;-;015;MI;MILANO;030;LOMBARDIA;01/06/2006;28/02/2013;Ordinaria;1;45,46826;8,916335;1
3123;01150;Piazza Verdi, 1;CHIMICA SNC;05294970966;20011;015085;CORBETTA;-;015;MI;MILANO;030;LOMBARDIA;01/03/2013;-;Ordinaria;1;45,46826;8,916335;1
3123;01150;-;CHIMICA;08151720151;20011;015085;CORBETTA;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;31/05/2006;Ordinaria;1;45,46826;8,916335;1
3124;04044;Via Roma, 76;ROMA SNC - EREDI FERRI GIOVANNA DI FERRI MASSIMO & C.;08113030152;20090;015074;CESANO BOSCONE;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,4394084514533;9,09885668567617;1
3125;01158;Via XXV Aprile, 105;MODERNA;08348840151;20010;015010;ARLUNO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;28/02/2013;Ordinaria;1;45,5089381401609;8,94226491203601;1
3125;01158;Corso XXV Aprile, 105;MODERNA;08348840151;20010;015010;ARLUNO;-;015;MI;MILANO;030;LOMBARDIA;01/03/2013;-;Ordinaria;1;45,5089381401609;8,94226491203601;1
3126;01162;Via Toti, 1/A;PERINO;02145460123;20020;015099;DAIRAGO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,56717;8,863238;1
3127;01173;Via Riboldi, 163;CALDERARA - DR.SSA BARBI;08527760154;20037;015166;PADERNO DUGNANO;Calderara;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,573073;9,163445;1
3128;01174;Via Matteotti, 9;VILLANI EMILIO;08549330150;20023;015072;CERRO MAGGIORE;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,5895637140793;8,9650342834242;1
3129;01178;V.le Rimembranze, 18;SCANSETTI;08689330150;20020;015116;LAINATE;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,5679156626181;9,02718226781062;1
3130;01195;C.so Garibaldi, 55;DEL CORSO SAS DR. GIANLORENZO MAZZOLENI & C.;08030220969;20011;015085;CORBETTA;-;015;MI;MILANO;030;LOMBARDIA;01/03/2013;-;Ordinaria;1;45,4666013159848;8,92025017318348;1
3130;01195;C.so Garibaldi, 55;DEL CORSO;08825680153;20011;015085;CORBETTA;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;28/02/2013;Ordinaria;1;45,4666013159848;8,92025017318348;1
3131;04064;Via 1^ Maggio, 6;D'AMBROSIO F. SNC DR. RUSSO GABRIELE & C.;05435840961;20026;015157;NOVATE MILANESE;-;015;MI;MILANO;030;LOMBARDIA;01/04/2007;-;Ordinaria;1;45,5318817497785;9,14011004190842;1
3131;01196;Via 1^ Maggio, 6;D'AMBROSIO;00189180961;20026;015157;NOVATE MILANESE;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;31/03/2007;Ordinaria;1;45,5318817497785;9,14011004190842;1
3132;01201;Via Monte Grappa, 24;FARMACIA SOLESE;08901310154;20021;015027;BOLLATE;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,5464776;9,1205485;1
3133;01207;Via Fosse Ardeatine, 2;CHIAUDANI;08995190157;20017;015182;RHO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,5307754095145;9,04953095268388;1
3134;04065;Via Luigi Einaudi, 43;CAMALDO SNC DR. RAFFAELE CAMALDO & C.;05490470969;20020;015009;ARESE;-;015;MI;MILANO;030;LOMBARDIA;01/07/2007;31/12/2007;Ordinaria;1;45,5487945975455;9,08527222735112;1
3134;04065;Via Luigi Einaudi, 43;CAMALDO SNC DR. RAFFAELE CAMALDO & C.;08931370152;20020;015009;ARESE;-;015;MI;MILANO;030;LOMBARDIA;01/01/2008;-;Ordinaria;1;45,5487945975455;9,08527222735112;1
3134;01210;Via Luigi Einaudi, 43;CAMALDO;08931370152;20020;015009;ARESE;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;30/06/2007;Ordinaria;1;45,5487945975455;9,08527222735112;1
3135;01215;Via Tripoli, 86;S. ANDREA;09134850156;20037;015166;PADERNO DUGNANO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,5541841220746;9,15431188127752;1
3136;01221;P.za Dubini, 21;CENTRALE;09202570157;20010;015087;CORNAREDO;Cornaredo;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,4917160625891;9,02386768108272;1
3137;01223;Via Matteotti, 2;GALLO;00258210962;20051;015121;LIMBIATE;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;28/02/2013;Ordinaria;1;45,6009800520714;9,12091827244763;1
3137;01223;Via Matteotti, 2;GALLO;00258210962;20051;108027;LIMBIATE;-;108;MB;MONZA - BRIANZA;030;LOMBARDIA;01/03/2013;-;Ordinaria;1;45,6009800520714;9,12091827244763;1
3138;01233;Via Romagna, 1;EREDI MARISCHI MATTEA;13356080153;20090;015036;BUCCINASCO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,4074001810293;9,10977830977304;1
3139;01262;Via XXI Settembre, 1;ZORZI - DR. GIROTTI;09770980150;20081;015002;ABBIATEGRASSO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,3821979505407;8,89582647866117;1
3140;01263;Via Garibaldi, 11;EREDI PANIGATI SDF;08132670962;20013;015130;MAGENTA;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,46390479999999;8,8841456;1
3141;01273;Via I Maggio, 36;LONGARI;09872330155;20021;015027;BOLLATE;BARANZATE;015;MI;MILANO;030;LOMBARDIA;01/01/2005;28/02/2013;Ordinaria;1;45,52985755;9,13098205;1
3141;01273;Via I Maggio, 36;LONGARI;09872330155;20021;015250;BARANZATE;BARANZATE;015;MI;MILANO;030;LOMBARDIA;01/03/2013;-;Ordinaria;1;45,52985755;9,13098205;1
3142;01289;Via S. Michele, 17;S. MARTINO;02187080128;20020;015131;MAGNAGO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,5767094049027;8,80918712376294;1
3143;01294;Via Trieste, 31;DON BOSCO - DR.SSA PURICELLI;10053680152;20051;015121;LIMBIATE;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;28/02/2013;Ordinaria;1;45,5935753531003;9,13921513343739;1
3143;01294;Via Trieste, 31;DON BOSCO - DR.SSA PURICELLI;10053680152;20051;108027;LIMBIATE;-;108;MB;MONZA - BRIANZA;030;LOMBARDIA;01/03/2013;-;Ordinaria;1;45,5935753531003;9,13921513343739;1
3144;01299;Via Raffaello Sanzio, 3;EUROPA;00432790962;20051;108027;LIMBIATE;-;108;MB;MONZA - BRIANZA;030;LOMBARDIA;01/01/2005;31/12/2010;Ordinaria;1;45,6009800520714;9,12091827244763;1
3144;08098;Via Raffaello Sanzio, 3;EUROPA SNC;07123010964;20051;108027;LIMBIATE;-;108;MB;MONZA - BRIANZA;030;LOMBARDIA;01/01/2011;-;Ordinaria;1;45,6009800520714;9,12091827244763;1
3145;01301;Via Liberazione, 2/a;DELLA STAZIONE;08888080150;20025;015118;LEGNANO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,5930827;8,9079;1
3146;01302;Via Caduti Bollatesi, 32;SAN LUIGI REZOAGLI ANDREA;10126600153;20021;015027;BOLLATE;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,5464776;9,1205485;1
3147;01305;P.za S. Vittore, 16;S. VITTORE;10095590153;20017;015182;RHO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,5289180821146;9,0416930042696;1
3148;04074;Via Trieste, 86;SORRISO SAS DR. TESTI PAOLO & C.;05772950969;20024;015105;GARBAGNATE MILANESE;-;015;MI;MILANO;030;LOMBARDIA;01/09/2007;-;Ordinaria;1;45,57771583844;9,06003240522685;1
3148;01311;Via Trieste, 86;BARIANA;10043450153;20024;015105;GARBAGNATE MILANESE;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;31/08/2007;Ordinaria;1;45,57771583844;9,06003240522685;1
3149;01328;P.za Liberta', 12;STAZIONE;10212170152;20017;015182;RHO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,5307754095145;9,04953095268388;1
3150;01336;Via Tolstoj, 18;NUOVA;10387610156;20051;108027;LIMBIATE;-;108;MB;MONZA - BRIANZA;030;LOMBARDIA;01/03/2013;-;Ordinaria;1;45,588682;9,138038;1
3150;01336;Via Tolstoj, 18;NUOVA;10387610156;20051;015121;LIMBIATE;-;015;MI;MILANO;030;LOMBARDIA;01/04/2007;28/02/2013;Ordinaria;1;45,588682;9,138038;1
3150;01336;Via Tolstoj, 18;NUOVA;10103876101;20051;015121;LIMBIATE;-;015;MI;MILANO;030;LOMBARDIA;01/06/2006;31/03/2007;Ordinaria;1;45,588682;9,138038;1
3150;01336;-;NUOVA;10387610156;20051;015121;LIMBIATE;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;31/05/2006;Ordinaria;1;45,588682;9,138038;1
3151;04066;Via G. Verdi, 102;VILLAGGIO DEL SOLE;04714650969;20051;015121;LIMBIATE;-;015;MI;MILANO;030;LOMBARDIA;01/07/2007;28/02/2013;Ordinaria;1;45,6009800520714;9,12091827244763;1
3151;04066;Via Umberto Giordano, 2 -ang. Via Verdi;VILLAGGIO DEL SOLE;04714650969;20051;108027;LIMBIATE;-;108;MB;MONZA - BRIANZA;030;LOMBARDIA;01/03/2013;-;Ordinaria;1;45,6009800520714;9,12091827244763;1
3151;01339;Via G. Verdi, 102;VILLAGGIO DEL SOLE;10404910159;20051;015121;LIMBIATE;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;30/06/2007;Ordinaria;1;45,6009800520714;9,12091827244763;1
3152;01350;Via Roma, 2;SANTAGOSTINO;10439280156;20090;015011;ASSAGO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,4062041946975;9,12942778887137;1
3153;04048;-;DEL GIARDINO;10701400151;20090;015074;CESANO BOSCONE;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;31/05/2006;Ordinaria;1;45,4532460295286;9,08564024344653;1
3153;04048;Via Delle Betulle, 3;DEL GIARDINO SNC;04868730963;20090;015074;CESANO BOSCONE;-;015;MI;MILANO;030;LOMBARDIA;01/06/2006;-;Ordinaria;1;45,4532460295286;9,08564024344653;1
3154;01383;Via S. Ambrogio, 2;MUZIO SNC DR.SSA DANIELA MUZIO & C;10730010153;20015;015168;PARABIAGO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,5494623923267;8,9433004362651;1
3155;01384;Via Volta, 14;MELCHIONDA SNC;02252590969;20020;015069;CERIANO LAGHETTO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;28/02/2013;Ordinaria;1;45,6293826;9,079074499999999;1
3155;01384;Via Volta, 14;MELCHIONDA SNC;02252590969;20020;108018;CERIANO LAGHETTO;-;108;MB;MONZA - BRIANZA;030;LOMBARDIA;01/03/2013;-;Ordinaria;1;45,6293826;9,079074499999999;1
3156;01387;Via Villoresi, 2;S. MARIA ROSSA;10438710153;20024;015105;GARBAGNATE MILANESE;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,5694006434717;9,07304362631621;1
3157;01391;L.go Mazzini, 14;MORINI SNC;10730020152;20017;015182;RHO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,5307754095145;9,04953095268388;1
3158;01395;Via Garibaldi, 66;SPONZA SNC;10742940157;20010;015087;CORNAREDO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,4977088604685;9,02634301575583;1
3159;01396;Via Milano, 17;INTERNAZIONALE SNC;07953250151;20094;015093;CORSICO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,4454222046691;9,10854988269937;1
3160;01400;P.za S. Ambrogio, 19;MOLINARI;10922020150;20020;015249;VANZAGHELLO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,5821333708889;8,78089188933792;1
3161;01404;Via Girotti, 12;EUROPEA SNC;10921790159;20010;015012;BAREGGIO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,48767;8,999943;1
3162;01409;Via Monzoro, 2 a/b S.S. 11;S. ROCCO;10876080150;20010;015087;CORNAREDO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,4917160625891;9,02386768108272;1
3163;01410;Via delle Azalee, 5;MAIOCCHI;10959840157;20025;015118;LEGNANO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,593547473505;8,88896927722343;1
3164;01411;Via Garibaldi, 88/3;COMUNALE N.3;12227410151;20024;015105;GARBAGNATE MILANESE;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,5745651385799;9,07712671741967;1
3165;01427;Via Cornaggia, 2;S. FELICE SNC;11015180158;20017;015182;RHO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;28/02/2013;Ordinaria;1;45,5307754095145;9,04953095268388;1
3165;01427;VIA MOLINO PREPOSITURALE, 39;S. FELICE SNC;11015180158;20017;015182;RHO;-;015;MI;MILANO;030;LOMBARDIA;01/03/2013;-;Ordinaria;1;45,5307754095145;9,04953095268388;1
3166;01443;Via Roma, 57;COLOMBO SNC;11006770157;20010;015194;SAN GIORGIO SU LEGNANO;-;015;MI;MILANO;030;LOMBARDIA;01/03/2013;-;Ordinaria;1;45,576348086821;8,91119376086941;1
3166;01443;Via Roma, 57;COLOMBO SAS DR.SSA COLOMBO LUISA & C.;11006770157;20010;015194;SAN GIORGIO SU LEGNANO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;28/02/2013;Ordinaria;1;45,576348086821;8,91119376086941;1
3167;01455;Piazza Lombardia, 18;Bottura & Bevilacqua di Bottura S e Bevilacqua G snc;02361320969;20020;108025;LAZZATE;-;108;MB;MONZA - BRIANZA;030;LOMBARDIA;01/03/2013;-;Ordinaria;1;45,6744574916984;9,08113104596215;1
3167;01455;Piazza Lombardia, 18;BOTTURA & BEVILACQUA SNC;02961320969;20020;015117;LAZZATE;-;015;MI;MILANO;030;LOMBARDIA;01/06/2006;31/12/2007;Ordinaria;1;45,6744574916984;9,08113104596215;1
3167;01455;-;BOTTURA SNC;02361320969;20020;015117;LAZZATE;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;31/05/2006;Ordinaria;1;45,6744574916984;9,08113104596215;1
3167;01455;Piazza Lombardia, 18;Bottura & Bevilacqua di Bottura S e Bevilacqua G snc;02361320969;20020;015117;LAZZATE;-;015;MI;MILANO;030;LOMBARDIA;01/01/2008;28/02/2013;Ordinaria;1;45,6744574916984;9,08113104596215;1
3168;01457;Via Roma, 5/A;BERNATE TICINO;02169490121;20010;015019;BERNATE TICINO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;29/02/2012;Ordinaria;1;45,4765024677515;8,81580727776825;1
3168;01457;Via Vittorio Emanuele, 3;DELLA CANONICA;07441050965;20010;015019;BERNATE TICINO;-;015;MI;MILANO;030;LOMBARDIA;01/03/2013;-;Ordinaria;1;45,4765024677515;8,81580727776825;1
3168;01457;Via Vittorio Emanuele II, 3;DELLA CANONICA;07441050965;20010;015019;BERNATE TICINO;-;015;MI;MILANO;030;LOMBARDIA;01/03/2012;28/02/2013;Ordinaria;1;45,4765024677515;8,81580727776825;1
3169;01463;Piazza Unit d'Italia, 6;BONOMI SNC;11010000153;20010;015046;CANEGRATE;-;015;MI;MILANO;030;LOMBARDIA;01/03/2013;-;Ordinaria;1;45,57024325;8,927298;1
3169;01463;L.go Giovane Italia, 16;BONOMI SNC;11010000153;20010;015046;CANEGRATE;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;28/02/2013;Ordinaria;1;45,57024325;8,927298;1
3170;01466;Via Edison, 5;SEGURO SNC;10968470152;20019;015211;SETTIMO MILANESE;Seguro;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,48015;9,0550045;1
3171;04045;P.za Concordia, 15;MUCCHIATI SNC;04591580966;20020;015041;BUSTO GAROLFO;-;015;MI;MILANO;030;LOMBARDIA;01/06/2009;-;Ordinaria;1;45,5441190972398;8,88635506951645;1
3171;04045;P.za Concordia, 13;MUCCHIATI SNC;11215420156;20020;015041;BUSTO GAROLFO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;31/05/2009;Ordinaria;1;45,5441190972398;8,88635506951645;1
3172;01469;Via Milano, 6/A;PRETI SNC;11016630151;20014;015154;NERVIANO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,5543169302313;8,98276785072104;1
3173;01472;Strada Provinciale, 44 c/o Euromercato;COMUNALE N.4;02286490962;20037;015166;PADERNO DUGNANO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,573073;9,163445;1
3174;01475;Via Capuana;COMUNALE N. 3;11994300157;20017;015182;RHO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,5307754095145;9,04953095268388;1
3175;01484;Via Stelvio, 25;STELVIO SNC;11411640151;20026;015157;NOVATE MILANESE;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;28/02/2013;Ordinaria;1;45,5318817497785;9,14011004190842;1
3175;01484;Via Stelvio, 9;STELVIO SNC;11411640151;20026;015157;NOVATE MILANESE;-;015;MI;MILANO;030;LOMBARDIA;01/03/2013;-;Ordinaria;1;45,5318817497785;9,14011004190842;1
3176;04081;Via Europa, 37;EUROPA DEL  DR. ZAQUINI PIETRO;06363110963;20094;015093;CORSICO;-;015;MI;MILANO;030;LOMBARDIA;01/09/2010;28/02/2013;Ordinaria;1;45,4330822687755;9,10091692013698;1
3176;04081;Via Europa, 37;EUROPA SAS;08035870966;20094;015093;CORSICO;-;015;MI;MILANO;030;LOMBARDIA;01/03/2013;-;Ordinaria;1;45,4330822687755;9,10091692013698;1
3176;04025;Via Europa, 37;EUROPA DEL  DR. ZAQUINI PIETRO;-;20094;015093;CORSICO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;31/08/2010;Ordinaria;1;45,4330822687755;9,10091692013698;1
3177;01496;Via Garibaldi, 50;S. ILARIO;11495880152;20014;015154;NERVIANO;S. ILARIO;015;MI;MILANO;030;LOMBARDIA;01/01/2005;28/02/2013;Ordinaria;1;45,556671;8,977741;1
3177;01496;Via Garibaldi, 51;S. ILARIO;11495880152;20014;015154;NERVIANO;S. ILARIO;015;MI;MILANO;030;LOMBARDIA;01/03/2013;-;Ordinaria;1;45,556671;8,977741;1
3178;01511;Via De Amicis, 33;ANTICA FARMACIA CENTRALE SNC;11703040151;20018;015204;SEDRIANO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,4871573800186;8,97452463726425;1
3179;01516;V.le Dei Platini, 6;FARRIS;12215220158;20020;015009;ARESE;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;31/12/2009;Ordinaria;1;45,5522779;9,0765431;1
3179;04089;V.le Dei Platini,8 6;FARRIS SAS;06732150963;20020;015009;ARESE;-;015;MI;MILANO;030;LOMBARDIA;01/01/2010;-;Ordinaria;1;45,5522779;9,0765431;1
3180;04058;Via Trieste, 1/D;VARESINA SAS DR.SSA CRAVASCHINO MONICA & C.;05261460967;20021;015250;BARANZATE;BARANZATE;015;MI;MILANO;030;LOMBARDIA;01/03/2013;-;Ordinaria;1;45,5267600750842;9,11477331398967;1
3180;04058;Via Trieste, 1/D;VARESINA SAS DR.SSA CRAVASCHINO MONICA & C.;05261460967;20021;015027;BOLLATE;BARANZATE;015;MI;MILANO;030;LOMBARDIA;01/04/2007;28/02/2013;Ordinaria;1;45,5267600750842;9,11477331398967;1
3180;01520;Via Trieste, 1/D;VARESINA;02597940960;20021;015027;BOLLATE;BARANZATE;015;MI;MILANO;030;LOMBARDIA;01/01/2005;31/03/2007;Ordinaria;1;45,5267600750842;9,11477331398967;1
3181;04028;Via Cadorna, 51;S. GIOVANNI DELLA VEDOVA;03645500962;20017;015182;RHO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,5307754095145;9,04953095268388;1
3182;01531;Via Piave, 24;TARAMELLI;11757030157;20010;015176;POGLIANO MILANESE;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,5370697767682;8,99202079590617;1
3183;04036;Via Repubblica, 2;S. SPIRITO DI VERCESI LUIGI;12029390155;20090;015074;CESANO BOSCONE;-;015;MI;MILANO;030;LOMBARDIA;01/01/2008;30/09/2010;Ordinaria;1;45,4445511;9,0952097;1
3183;04036;Via Repubblica, 2;S. SPIRITO DI VERCESI LUIGI;02029110182;20090;015074;CESANO BOSCONE;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,4445511;9,0952097;1
3184;01550;Via Morona, 62/a;MORONA SNC DR. GANDINO LUCA & C.;13265100159;20090;015220;TREZZANO SUL NAVIGLIO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2008;30/06/2008;Ordinaria;1;45,4298359900814;9,05776314305294;1
3184;01550;Via Morona, 62/a;MORONA;02666970963;20090;015220;TREZZANO SUL NAVIGLIO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;31/07/2007;Ordinaria;1;45,4298359900814;9,05776314305294;1
3184;04097;Via Morona 62a;MORONA;05690540967;20090;015220;TREZZANO SUL NAVIGLIO;-;015;MI;MILANO;030;LOMBARDIA;01/03/2013;-;Ordinaria;1;45,4298359900814;9,05776314305294;1
3184;01550;Via Morona, 62/a;MORONA SNC DR. GANDINO LUCA & C.;05690540967;20090;015220;TREZZANO SUL NAVIGLIO;-;015;MI;MILANO;030;LOMBARDIA;01/08/2007;28/02/2013;Ordinaria;1;45,4298359900814;9,05776314305294;1
3185;01551;Via Turati, 42;S. ANTONIO EREDI DR. IMBESI CARMELO SNC-IMBESI ANTONELLA E C.;-;20051;015121;LIMBIATE;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;31/12/2007;Ordinaria;1;45,5906998053751;9,1404830416392;1
3185;08102;Via Turati, 42;S. ANTONIO SAS;03272160965;20051;108027;LIMBIATE;-;108;MB;MONZA - BRIANZA;030;LOMBARDIA;01/03/2013;-;Ordinaria;1;45,5906998053751;9,1404830416392;1
3185;01551;Via Turati, 42;S. ANTONIO EREDI DR. IMBESI CARMELO SNC-IMBESI ANTONELLA E C.;03272160965;20051;015121;LIMBIATE;-;015;MI;MILANO;030;LOMBARDIA;01/01/2008;28/02/2013;Ordinaria;1;45,5906998053751;9,1404830416392;1
3186;01561;Corso San Giovanni, 13;ROBECCO SNC;12165580155;20087;015184;ROBECCO SUL NAVIGLIO;-;015;MI;MILANO;030;LOMBARDIA;01/01/2005;-;Ordinaria;1;45,4265425041657;8,86907387637727;1
3187;04031;P.za S. Francesco, 13;S. FRANCESCO DELLA DR.SSA PAOLA ELIA TONCINI E C.;01733740185;20021;015027;BOLLATE;-;015;MI;MILANO;030;LOMBARDIA;01/01/2008;-;Ordinaria;1;45,5446792;9,1176956;1
